Code,Year,"Health insurance coverage (ILO, 2014)",BCG (% of one-year-olds immunized),HepB3 (% of one-year-olds immunized),Hib3 (% of one-year-olds immunized),MCV1 (% of one-year-olds immunized),PCV3 (% of one-year-olds immunized),Pol3 (% of one-year-olds immunized),RCV1 (% of one-year-olds immunized),RotaC (% of one-year-olds immunized),YFV (% of one-year-olds immunized),DTP3 (% of one-year-olds immunized),Entity,Estimated maternal deaths,Under-five mortality rate - Total - Deaths per 100 live births,Births attended by skilled health staff (% of total),Deaths - Sex: all - Age: 0 - Variant: estimates,Under-fifteen mortality rate,Region,Age_in_Months_Days_Years,Cause of Death,FactValueNumeric,Value
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-4 years,"Other communicable, perinatal and nutritional conditions",0.098,0.1
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,0-4 years,Other noncommunicable diseases,0.052,0.1
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-4 years,Other noncommunicable diseases,0.063,0.1
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-27 days,Prematurity,0.46,0.5
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-4 years,Congenital anomalies,0.26,0.3
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-27 days,Sepsis and other infectious conditions of the newborn,0.043,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,1-59 months,Injuries,0.26,0.3
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,1-59 months,Other noncommunicable diseases,0.29,0.3
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,1-59 months,Congenital anomalies,0.25,0.3
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-27 days,Congenital anomalies,0.26,0.3
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,1-59 months,Tetanus,0.0,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-4 years,Injuries,0.12,0.1
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-27 days,HIV/AIDS,0.0,0.0
TGO,2010,4.0,97.0,83.0,83.0,68.0,,83.0,95.0,,67.0,83.0,Togo,1304.5187,8.888088,43.9,15156.0,10.437813,Africa,1-59 months,Malaria,0.29,0.3
TGO,2010,4.0,97.0,83.0,83.0,68.0,,83.0,95.0,,67.0,83.0,Togo,1304.5187,8.888088,43.9,15156.0,10.437813,Africa,0-27 days,Birth asphyxia and birth trauma,0.31,0.3
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,1-59 months,Prematurity,0.033,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-27 days,Acute lower respiratory infections,0.05,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-4 years,Prematurity,0.27,0.3
URY,2010,97.2,99.0,95.0,95.0,95.0,91.0,95.0,95.0,,,95.0,Uruguay,8.523454,1.0751688,99.8,395.0,1.2796257,Americas,0-27 days,Measles,0.0,0.0
URY,2010,97.2,99.0,95.0,95.0,95.0,91.0,95.0,95.0,,,95.0,Uruguay,8.523454,1.0751688,99.8,395.0,1.2796257,Americas,0-27 days,Tetanus,0.0,0.0
URY,2010,97.2,99.0,95.0,95.0,95.0,91.0,95.0,95.0,,,95.0,Uruguay,8.523454,1.0751688,99.8,395.0,1.2796257,Americas,0-27 days,Diarrhoeal diseases,0.0,0.0
URY,2010,97.2,99.0,95.0,95.0,95.0,91.0,95.0,95.0,,,95.0,Uruguay,8.523454,1.0751688,99.8,395.0,1.2796257,Americas,0-27 days,HIV/AIDS,0.0,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,0-4 years,Congenital anomalies,0.28,0.3
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,1-59 months,Birth asphyxia and birth trauma,0.01,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-27 days,"Other communicable, perinatal and nutritional conditions",0.052,0.1
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,1-59 months,HIV/AIDS,0.0003,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-27 days,Tetanus,0.0,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-27 days,Diarrhoeal diseases,0.0,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-27 days,HIV/AIDS,0.0,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-27 days,Injuries,0.012,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,1-59 months,Measles,0.0,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-4 years,Birth asphyxia and birth trauma,0.067,0.1
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,1-59 months,Birth asphyxia and birth trauma,0.0,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-27 days,Meningitis/encephalitis,0.0,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,1-59 months,HIV/AIDS,0.025,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-4 years,Diarrhoeal diseases,0.032,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-4 years,Tetanus,0.0,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,1-59 months,Measles,0.0,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,1-59 months,Meningitis/encephalitis,0.038,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-4 years,Malaria,0.0,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-27 days,Sepsis and other infectious conditions of the newborn,0.14,0.1
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-4 years,Birth asphyxia and birth trauma,0.081,0.1
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-4 years,Measles,0.0,0.0
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,1-59 months,Diarrhoeal diseases,0.0,0.0
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,1-59 months,HIV/AIDS,0.0,0.0
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,1-59 months,"Other communicable, perinatal and nutritional conditions",0.0,0.0
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-4 years,Sepsis and other infectious conditions of the newborn,0.02,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,1-59 months,Malaria,0.0,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-27 days,Other noncommunicable diseases,0.008,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-27 days,Meningitis/encephalitis,0.0003,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-4 years,Meningitis/encephalitis,0.01,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,0-27 days,Acute lower respiratory infections,0.021,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,1-59 months,Injuries,0.18,0.2
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-27 days,Congenital anomalies,0.21,0.2
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,1-59 months,HIV/AIDS,0.003,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-4 years,HIV/AIDS,0.002,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,1-59 months,Malaria,0.0,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,1-59 months,Meningitis/encephalitis,0.019,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,1-59 months,Measles,0.0,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,1-59 months,Tetanus,0.0,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,1-59 months,Diarrhoeal diseases,0.061,0.1
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,1-59 months,Injuries,0.14,0.1
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,1-59 months,Congenital anomalies,0.35,0.3
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-4 years,Measles,0.0,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-27 days,Malaria,0.0,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-4 years,Diarrhoeal diseases,0.011,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-4 years,HIV/AIDS,0.01,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-4 years,Acute lower respiratory infections,0.093,0.1
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-27 days,Sepsis and other infectious conditions of the newborn,0.034,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-27 days,Other noncommunicable diseases,0.009,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,1-59 months,"Other communicable, perinatal and nutritional conditions",0.077,0.1
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,0-4 years,Prematurity,0.28,0.3
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-4 years,Meningitis/encephalitis,0.016,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-4 years,Malaria,0.0,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-4 years,Tetanus,0.0,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,1-59 months,"Other communicable, perinatal and nutritional conditions",0.051,0.1
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,1-59 months,Prematurity,0.051,0.1
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-27 days,Acute lower respiratory infections,0.06,0.1
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,0-27 days,Measles,0.0,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,0-27 days,Tetanus,0.004,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,0-27 days,Diarrhoeal diseases,0.004,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,0-27 days,HIV/AIDS,0.0002,0.0
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,0-27 days,Prematurity,0.52,0.5
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-27 days,"Other communicable, perinatal and nutritional conditions",0.094,0.1
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-27 days,Injuries,0.017,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-27 days,Birth asphyxia and birth trauma,0.13,0.1
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-27 days,Diarrhoeal diseases,0.0,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-27 days,Tetanus,0.0,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,1-59 months,Acute lower respiratory infections,0.14,0.1
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-27 days,Measles,0.0,0.0
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,0-27 days,Congenital anomalies,0.31,0.3
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-27 days,Birth asphyxia and birth trauma,0.14,0.1
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,0-4 years,Congenital anomalies,0.47,0.5
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,1-59 months,Congenital anomalies,0.65,0.7
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-4 years,Acute lower respiratory infections,0.071,0.1
GRC,2010,100.0,98.0,95.0,83.0,99.0,,99.0,99.0,,,99.0,Greece,3.8089359,0.39665443,99.96,413.0,0.5068427,Europe,0-27 days,Birth asphyxia and birth trauma,0.11,0.1
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-27 days,Birth asphyxia and birth trauma,0.15,0.2
SGP,2010,100.0,99.0,96.0,94.0,95.0,22.0,96.0,95.0,,,96.0,Singapore,3.9064052,0.28200838,99.7,96.0,0.37588683,Western Pacific,0-4 years,Prematurity,0.23,0.2
DEU,2010,100.0,98.0,88.0,93.0,97.0,85.0,94.0,97.0,,,96.0,Germany,41.59529,0.41774482,96.8,2366.0,0.50787413,Europe,1-59 months,Prematurity,0.12,0.1
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-4 years,Prematurity,0.28,0.3
AUS,2011,100.0,98.0,92.0,92.0,94.0,91.0,92.0,94.0,85.0,,92.0,Australia,17.812344,0.45388684,99.1,1139.0,0.5497614,Western Pacific,1-59 months,Birth asphyxia and birth trauma,0.018,0.0
NZL,2011,100.0,98.0,95.0,94.0,93.0,92.0,95.0,93.0,,,95.0,New Zealand,6.348687,0.6120189,96.7,282.0,0.7639203,Western Pacific,0-4 years,HIV/AIDS,0.0,0.0
DNK,2011,100.0,98.0,93.5,91.0,87.0,90.0,91.0,87.0,,,91.0,Denmark,3.9262328,0.40835896,98.5,201.0,0.484997,Europe,0-4 years,Injuries,0.05,0.1
AUS,2011,100.0,98.0,92.0,92.0,94.0,91.0,92.0,94.0,85.0,,92.0,Australia,17.812344,0.45388684,99.1,1139.0,0.5497614,Western Pacific,1-59 months,Malaria,0.0,0.0
DNK,2011,100.0,98.0,93.5,91.0,87.0,90.0,91.0,87.0,,,91.0,Denmark,3.9262328,0.40835896,98.5,201.0,0.484997,Europe,1-59 months,Injuries,0.15,0.2
DNK,2011,100.0,98.0,93.5,91.0,87.0,90.0,91.0,87.0,,,91.0,Denmark,3.9262328,0.40835896,98.5,201.0,0.484997,Europe,0-4 years,Congenital anomalies,0.22,0.2
DNK,2011,100.0,98.0,93.5,91.0,87.0,90.0,91.0,87.0,,,91.0,Denmark,3.9262328,0.40835896,98.5,201.0,0.484997,Europe,0-4 years,Malaria,0.005,0.0
DNK,2011,100.0,98.0,93.5,91.0,87.0,90.0,91.0,87.0,,,91.0,Denmark,3.9262328,0.40835896,98.5,201.0,0.484997,Europe,0-4 years,Acute lower respiratory infections,0.01,0.0
DNK,2011,100.0,98.0,93.5,91.0,87.0,90.0,91.0,87.0,,,91.0,Denmark,3.9262328,0.40835896,98.5,201.0,0.484997,Europe,0-27 days,Birth asphyxia and birth trauma,0.088,0.1
DNK,2011,100.0,98.0,93.5,91.0,87.0,90.0,91.0,87.0,,,91.0,Denmark,3.9262328,0.40835896,98.5,201.0,0.484997,Europe,0-27 days,"Other communicable, perinatal and nutritional conditions",0.11,0.1
NOR,2011,100.0,98.0,93.5,95.0,93.0,92.0,94.0,93.0,,,94.0,Norway,2.2913342,0.31281346,99.2,139.0,0.40195143,Europe,0-27 days,Congenital anomalies,0.35,0.4
AUS,2011,100.0,98.0,92.0,92.0,94.0,91.0,92.0,94.0,85.0,,92.0,Australia,17.812344,0.45388684,99.1,1139.0,0.5497614,Western Pacific,1-59 months,Measles,0.0,0.0
AUS,2011,100.0,98.0,92.0,92.0,94.0,91.0,92.0,94.0,85.0,,92.0,Australia,17.812344,0.45388684,99.1,1139.0,0.5497614,Western Pacific,1-59 months,Meningitis/encephalitis,0.018,0.0
DNK,2011,100.0,98.0,93.5,91.0,87.0,90.0,91.0,87.0,,,91.0,Denmark,3.9262328,0.40835896,98.5,201.0,0.484997,Europe,0-27 days,Congenital anomalies,0.19,0.2
CZE,2011,100.0,98.0,99.0,99.0,98.0,,99.0,98.0,,,99.0,Czechia,4.0718,0.3257215,99.9,287.0,0.43241215,Europe,1-59 months,Prematurity,0.1,0.1
CZE,2011,100.0,98.0,99.0,99.0,98.0,,99.0,98.0,,,99.0,Czechia,4.0718,0.3257215,99.9,287.0,0.43241215,Europe,0-27 days,Prematurity,0.34,0.3
CZE,2011,100.0,98.0,99.0,99.0,98.0,,99.0,98.0,,,99.0,Czechia,4.0718,0.3257215,99.9,287.0,0.43241215,Europe,0-4 years,Congenital anomalies,0.23,0.2
CAN,2011,100.0,98.0,70.0,89.0,88.0,66.0,87.0,88.0,,,87.0,Canada,44.36392,0.5653129,98.4,1850.0,0.6688143,Americas,0-27 days,Acute lower respiratory infections,0.002,0.0
NZL,2011,100.0,98.0,95.0,94.0,93.0,92.0,95.0,93.0,,,95.0,New Zealand,6.348687,0.6120189,96.7,282.0,0.7639203,Western Pacific,0-27 days,Meningitis/encephalitis,0.0,0.0
CZE,2011,100.0,98.0,99.0,99.0,98.0,,99.0,98.0,,,99.0,Czechia,4.0718,0.3257215,99.9,287.0,0.43241215,Europe,1-59 months,"Other communicable, perinatal and nutritional conditions",0.071,0.1
NZL,2011,100.0,98.0,95.0,94.0,93.0,92.0,95.0,93.0,,,95.0,New Zealand,6.348687,0.6120189,96.7,282.0,0.7639203,Western Pacific,1-59 months,Malaria,0.0,0.0
NZL,2011,100.0,98.0,95.0,94.0,93.0,92.0,95.0,93.0,,,95.0,New Zealand,6.348687,0.6120189,96.7,282.0,0.7639203,Western Pacific,0-27 days,Other noncommunicable diseases,0.005,0.0
NZL,2011,100.0,98.0,95.0,94.0,93.0,92.0,95.0,93.0,,,95.0,New Zealand,6.348687,0.6120189,96.7,282.0,0.7639203,Western Pacific,0-27 days,Injuries,0.016,0.0
NZL,2011,100.0,98.0,95.0,94.0,93.0,92.0,95.0,93.0,,,95.0,New Zealand,6.348687,0.6120189,96.7,282.0,0.7639203,Western Pacific,1-59 months,Prematurity,0.088,0.1
NZL,2011,100.0,98.0,95.0,94.0,93.0,92.0,95.0,93.0,,,95.0,New Zealand,6.348687,0.6120189,96.7,282.0,0.7639203,Western Pacific,0-27 days,HIV/AIDS,0.0,0.0
NZL,2011,100.0,98.0,95.0,94.0,93.0,92.0,95.0,93.0,,,95.0,New Zealand,6.348687,0.6120189,96.7,282.0,0.7639203,Western Pacific,0-27 days,Diarrhoeal diseases,0.0,0.0
CZE,2011,100.0,98.0,99.0,99.0,98.0,,99.0,98.0,,,99.0,Czechia,4.0718,0.3257215,99.9,287.0,0.43241215,Europe,0-4 years,"Other communicable, perinatal and nutritional conditions",0.085,0.1
NZL,2011,100.0,98.0,95.0,94.0,93.0,92.0,95.0,93.0,,,95.0,New Zealand,6.348687,0.6120189,96.7,282.0,0.7639203,Western Pacific,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
